from,to
x754f028e72a62646fd505592211289e9a499c89c,x0aa47bc61590b3f2fa7b5a5298b0e34c2a94916e
xad1afe80d8a0b429835d32792db88758dea0dd25,x10a4be2f610104a18dbd9888e4fef4374a9bbbe6
xb2948262b3bea6a5a6ad48e478fae4e585ae28f1,x0b9a704000ad4fda95a7a99e997d15e0d7fc7922
x1ff37d7e2b949262b5c2101f1e957a264c63e81c,x0924b8d066b2da02acf834e461808f69e485347b
x43a2ec2991f189cff8c024fb34a3fce9a33c5ae2,x0ee5d0a303c7f0da622b5591bc44249644a9c0c8
x43a2ec2991f189cff8c024fb34a3fce9a33c5ae2,x0ee5d0a303c7f0da622b5591bc44249644a9c0c8
x2f354ada47174376a144b74059551f6adc6b1427,x121e86117868ddb843e7f6bcc4fea551e31d6b4e
x8324e26b150b59cbe77d777a7fd678e6668fb50b,x0417b1639b07f21535494bef99e086c785675d5f
x29b563951ed0eb9ae5c49692266e1fbc81445cfe,x123c4f3a4019dd328c80db79ba409a17f24b8308
x42dc6f7b2513cb888f37ada7313e76e1af2aa716,x1648a8e680a218b566547c447444829466af48f7
xb74fc1d2446873e2a42dd807d214ef04a0e64db2,x14d768309f02e9770482205fc6ebd3c22df4f1cf
xc572e19c1366c0b25aad858c7d12da56ad3fed0a,x0bc487bba91037171a2b3352fc5a7819cc31645f
x4d26f8aa6486ad37c98ccb79bdd7ad7e48842b25,x012e529c6f8e076cfb935b8066758ed0a4acb341
xbe70de2248e7cb3765d5899eb7ec21e49a02dd56,x16f3600dd6004194324828461cdad96f95991185
x8b65ff74d2f1d9b31d647c7719895e50deeeda69,x17170f119346c85e519cab1b0901ee7a7c581d7b
xe21e94e4a257c6e2444526eb5ba0ca1dfd3bd5da,x0e34c4e47b069aede6b1aa8ef753cba2a8c723ae
x082b9b776e5d0b1771594676d12619f479b0a69c,x0a3ffbf75ff59fff313781838da1b3b2e547f35f
x1e4cfc9d97d49cab02a9cd42d87c873bb304eb05,x09bfc35a622c6a3ddb4a194c2d1245ca2db2d4b2
xec343abc1bfda2c06aa34ab450bbab2befad9006,x09bfc35a622c6a3ddb4a194c2d1245ca2db2d4b2
x38fdbee84bb9e7972f1d5025eef64e4ac9760082,x00f751780e7399e3053ed118ec6b163986aa1855
xa8c518d50fb3d992345de79f99827de22eeb4ae7,x15c86f64095c4cc385cfbbd749270536406751e0
x77394a682dda31c5405de7ee9d42c08c8730c891,x12a4267c806a5eb3cd0697bbc2b3af85beb5420a
x80c67432656d59144ceff962e8faf8926599bcf8,x1235f2cff557ab15f8c37132e7c1f3956b716577
x6d8fea199019d796c848ae1d67fc781f61aef1de,x1793f656d03108ddbf56b5005a17142dc8fe1c40
xcdc8fe399e084cad850fb90b5f596911bec3be40,x121629949a74def900dd1e445338103da425f6e1
xcdc8fe399e084cad850fb90b5f596911bec3be40,x121629949a74def900dd1e445338103da425f6e1
x01a547b34a3ed1f12503dc0398cb309bf90671af,x0f134227aae671ce44519fc4ecf4c0086360a5d9
x3ccadd717529df4b22eb92de797d0d9a92a53a38,x0f134227aae671ce44519fc4ecf4c0086360a5d9
x3ccadd717529df4b22eb92de797d0d9a92a53a38,x0f134227aae671ce44519fc4ecf4c0086360a5d9
x4c9eb776cc09bcd5bfa08595acf0084bd87eca02,x13b073558a598230cabb27a430bddcc54fd005cc
x14a0136adcdef4bc92d1e649094ee120f165f1fc,x02ef5b8ff910854cd67d1e37295c4a99f8b15d4a
x4c6b057eac23e75d5b25d0871e7ac67f26c1ac9c,x12584d2b4c5c762256f905216542bd08886cb0f4
x6401cc4b4dc3a9285d8b2a0899436b9079c22707,x12584d2b4c5c762256f905216542bd08886cb0f4
x80c67432656d59144ceff962e8faf8926599bcf8,x12584d2b4c5c762256f905216542bd08886cb0f4
x6dc0b08428584af63108b17cc191aaa29a6d8d51,x12584d2b4c5c762256f905216542bd08886cb0f4
x2074ce70a16c9cb189acda036383fce1ec8c8551,x04ecaede106078c2948534c5fdf128941c7fb638
xb719832afca4f895d1889be2516dcee936c65c8e,x04ecaede106078c2948534c5fdf128941c7fb638
xcba2c942b5c41cbc8c6d8718862c39dc6c4abc51,x0ace732ebdbfbc19070e81b1e0170215b57631b5
xb6c367d7f17e167bf4522f10e6b83ee407d20065,x0ace732ebdbfbc19070e81b1e0170215b57631b5
x5e0328e654f425ed11208b6184d982615061d0d6,x02ee663daf3bd6ab80be2e8b0f54abc8721b7d68
xbb5241af4d2341bfd98be24dbbb9fd848d050e14,x02ee663daf3bd6ab80be2e8b0f54abc8721b7d68
x24abc16556009f1455185818b3ce72f053f24273,x02ee663daf3bd6ab80be2e8b0f54abc8721b7d68
x55a4ca56e2c9adf6105b3ae1d1ba0f0703909313,x02ee663daf3bd6ab80be2e8b0f54abc8721b7d68
x54646ffd23c13bbcaa04e1c7c615e1ba7a717d8f,x02ee663daf3bd6ab80be2e8b0f54abc8721b7d68
x395ae24fee9014203f2925b8101e0c76437762ca,x15e890304a0018bec41c099a5249ce5cc60ff435
x80220aa641f31777ea252d846a9bdc9abcabd35a,x14eb1bd59ff6402e587f23361b217cdff5f6f4b6
x887e87594bdcbc8d5318e0ca6b366d0991d8deed,x14eb1bd59ff6402e587f23361b217cdff5f6f4b6
x3de3ac9876c78e77020a121fe00bffb669bbc17d,x08f84b46698b12eb34b5ab945ba5df001f4ae403
x13dd388b85f9648b612e36e0365ab8abf968bc7c,x15f8c0b60f58e2a484c0416146ad02c5f92c84ef
x13dd388b85f9648b612e36e0365ab8abf968bc7c,x15f8c0b60f58e2a484c0416146ad02c5f92c84ef
xe37c67143f377a3bc8f9bd9dc15e987f865d7172,x10fc09a495a255480b05a45ff79ac4577ad7fde5
x82b0a259d4cba4db12b3616af4fe957c82aab19d,x170db0d84a53b4d5abd6a184eec19ea3fc4d586d
xbd9d2e247d15659871fe1db522b3c1c9ee4f5a37,x1406a98f416b4de59ffec1c18553281bebb1d0a7
x5501e91ece6370be413d677cdb18de7fceae3bf9,x1406a98f416b4de59ffec1c18553281bebb1d0a7
xfc2c2143d441071f4f36b00afcf68273f02f85d8,x1406a98f416b4de59ffec1c18553281bebb1d0a7
x559cbe267028bff6a61f9d2f7ae6987317362397,x10a81e1b8003717aff43cdcb619ed0442fca80a2
x80c67432656d59144ceff962e8faf8926599bcf8,x11ff66d318f608b14aca335d58946563174cff7c
x64a6d4ab5aedaa57bd878c3003591121a6809a08,x1336b93b9b164f8c6500eecad28ffb113df346c2
xf5f0cbc8ac1fe371e0f5e12c11800cc7ab393aae,x1336b93b9b164f8c6500eecad28ffb113df346c2
x7290ac43c0f50e18b7059f11dd1973028d9b67d6,x0ce6a19992cd1cca54e83173bd0b5137f89b0f67
x86b56a4e9b2e0cced284c030a46e1debade6b0b3,x0551316dfaba42f945c2818110889407b1a0bcbc
x011e082aa7b63542abc0daf1ccf1e8a3f277fd18,x0f6a9afcde5d1b781c4bd6445350dc2529890bfa
x011e082aa7b63542abc0daf1ccf1e8a3f277fd18,x0f6a9afcde5d1b781c4bd6445350dc2529890bfa
x09f5607266fdab3304537bff8b781fddf1d27b1e,x0408828e21348b5a006f6b519669598d69fb1f59
x09f5607266fdab3304537bff8b781fddf1d27b1e,x0408828e21348b5a006f6b519669598d69fb1f59
xb050828ca280233b67ee881b190e3094d6fb6d7d,x0408828e21348b5a006f6b519669598d69fb1f59
x4aab79453bd2a3b27fdeaf348880137bca7f7162,x142134f9f2ca1ba6be68a07a889b391b7071fc44
x90712229c1c22d3dd7398f8d450cf90d3c17cd71,x142134f9f2ca1ba6be68a07a889b391b7071fc44
x91cbfe70de24c40e4a8771ffe58f3eb97b0241ee,x12a72800d8588d7cc95f1b381fb9589b299b7ca4
x7fe0321a5accb91abeb5fa537e6fcf13917eef73,x09ada832fef9674b2871c961539a8c8fcdc3ec45
xe3c48da45fd24c046b54ebd0fb6340e269ea9959,x02e5dc1c9b6c285cf1484115a7475b0b950d3233
x80c67432656d59144ceff962e8faf8926599bcf8,x0a3239dea867de36bd04474cb74f4e6869ed30d0
x80c67432656d59144ceff962e8faf8926599bcf8,x10e329f89262ae00e75e993423feb7a0eecbcc07
xe781e7520c00c110e33646933cfc311c2002c009,x10e329f89262ae00e75e993423feb7a0eecbcc07
x064e9ea8eeb3ea9a0e68b397db271fb7ac525e33,x118e0804ca176184f0b91f361fedc96932ba0971
x2fc617e933a52713247ce25730f6695920b3befe,x118e0804ca176184f0b91f361fedc96932ba0971
x064e9ea8eeb3ea9a0e68b397db271fb7ac525e33,x118e0804ca176184f0b91f361fedc96932ba0971
xad981b63286f60ade906ce4b3f60aff38cd43bf7,x118e0804ca176184f0b91f361fedc96932ba0971
xad981b63286f60ade906ce4b3f60aff38cd43bf7,x118e0804ca176184f0b91f361fedc96932ba0971
xf22371e3332e3ff011f0f1a66ee08d69bf213afc,x0e70fcc77ce0a88878b01d24182f244d3a07cb66
x80c67432656d59144ceff962e8faf8926599bcf8,x005e776b192b2cbb88a6c28ab302d0eb6c5e2086
x676e7013460512786339c74bc82247400a89400f,x06a50428f300bfcf08558f80e99a7f5b8210ab6b
x3f41779ff16de2b87b753185101c5bbb1d8a47f6,x0fd466dab76aa83bbd76c219f9f6ec7afa3bd8c3
xea8940470a5ab4a39c4e5acb68c6532698584328,x11be33db38da65ecbe9e68a37dc0e61470cb0fea
x38fdbee84bb9e7972f1d5025eef64e4ac9760082,x0d87668a5ae6fe39b8f0f999a024dfe81914793d
x9841484a4a6c0b61c4eea71376d76453fd05ec9c,x0bebe2165de412e7925ab8352e36f3b0493dd3b9
x02bc0a30878a7f3f5d74081f77a5ad34e651c6f0,x0bebe2165de412e7925ab8352e36f3b0493dd3b9
x02bc0a30878a7f3f5d74081f77a5ad34e651c6f0,x0bebe2165de412e7925ab8352e36f3b0493dd3b9
x02bc0a30878a7f3f5d74081f77a5ad34e651c6f0,x0bebe2165de412e7925ab8352e36f3b0493dd3b9
xbfaa6a856405e676a9023fa83156eccb2345be08,x157ea17bd28e8359e9542642db8f2802dff27cf0
x9384c16bdfd28b33af5a607e462df53e712e8822,x0575513795ed30370ab9cfc035810d07d7283f4c
xcc9f999f6d59be531d9136dfc1bf5a307517ed62,x08fc3cbadf1e8d500260066c8b97bb13bea9c610
x80c67432656d59144ceff962e8faf8926599bcf8,x16a24114ab34198ae95ee5ae5dbc1d0414c93476
xf44c84b32f1375e77ef2358084114d04cb4d51a8,x0680623df41765c5ab3a78f543e67c64d9fd49ac
x40eac80cab8ccac9e20c066fff66c3239883cabe,x10fa3c30cde1395f0459ddd89e634726f14373a8
x084d045e0019b24519899b843e1cb1e7cd939518,x097a034d9434a57beb9062504f0c18a638d8af06
x3586c832c9c515cebe137054e1550a8a5f5f5953,x03bea96f2b0bedabb123cafd19153aca6cb6d607
xcb4313d00860d8e441e4a2606043f6cac739a6dc,x0a4ecc3b8c41d95b0d68058edd0c997246bf309f
xcf76b66c3e66d3d7afbcc3e87ffad31869daca9c,x1484551daf6868156601683c3865e1232b2e072a
x9202c7296c872f0446be65658e4c03c46163d4b2,x10cb88aa9c4b04fd099b96faa75c704a705680cb
xeec428c18ff39c66162e39e79ed6eb8c790e43d7,x05140f7d3becd8e3129113c35e4b62766d6ec3e6
xe94b0e9fde531ad1d4eaf533fed7b3276c063637,x084bc724db697d61dfc33259c302ffba1cea2028
xa86f92b240254eb9cf788f2bd64461ed12882c67,x0b84aad27c53cf93148ce952837ccea14bded578
x80c67432656d59144ceff962e8faf8926599bcf8,x0dcbcc2a37281031c41dfa6d6c2b3395e00f6e28
x001d403396518fe7b0032df1b648498f9c7caa1d,x1076c2cfb8d1f3aa5bf050d8c0d6d128175bfeee
x737ece8d4ee1dc9a515f1db8173554bdf4950883,x15a49309a1d61436dfa67f6de07ee0235debe8bf
xeec428c18ff39c66162e39e79ed6eb8c790e43d7,x15a49309a1d61436dfa67f6de07ee0235debe8bf
xeec428c18ff39c66162e39e79ed6eb8c790e43d7,x15a49309a1d61436dfa67f6de07ee0235debe8bf
xeec428c18ff39c66162e39e79ed6eb8c790e43d7,x15a49309a1d61436dfa67f6de07ee0235debe8bf
xeec428c18ff39c66162e39e79ed6eb8c790e43d7,x15a49309a1d61436dfa67f6de07ee0235debe8bf
xeec428c18ff39c66162e39e79ed6eb8c790e43d7,x15a49309a1d61436dfa67f6de07ee0235debe8bf
x80c67432656d59144ceff962e8faf8926599bcf8,x04b6ea5a19b8945eddc4a141408ec34c2a55a34e
xb33c517445d4838ff6fe5ea6cc07363a02b64a12,x14f2585b9a26aadde68f3844e605189f0012b19b
x63b79b8ae39c5f39f388ec334c93a26df3f19e8f,x096322d2bcedb4a92c3c2567c64c611b1b036a1f
xe15e687c654b897b7e801f225730daf1ddb2c423,x02f9c6044b4eb4e3fe8a2204161221ae0d0a912c
xe15e687c654b897b7e801f225730daf1ddb2c423,x02f9c6044b4eb4e3fe8a2204161221ae0d0a912c
xde7adb41437638f85ba6b6cb48841fc2d6ea09ac,x14608a48217fe57ba0d1cd47e52e7ce333f918bc
x08363f2f35d5e7639af5b6faaaef72852cccd2ad,x176510002d193b84573a6cbee09b727a8a41a5d2
x80c67432656d59144ceff962e8faf8926599bcf8,x03028e5c1a8a5609ddf2a151ab2997fa860d4c23
x80c67432656d59144ceff962e8faf8926599bcf8,x03028e5c1a8a5609ddf2a151ab2997fa860d4c23
x7b96f8486cb6ee2235af5bfcdd0d93264062a1e0,x03028e5c1a8a5609ddf2a151ab2997fa860d4c23
x5c270528353b44b9e11fbef10aaa91765d040969,x031687d74966cd4ff36c3f054bf7c4dcce4b8e04
xe3b9c089fe84bbb8e6624c9521bf02a140e8e058,x023e1232f4d9ca4b929eb7f96dbc9b81fb912407
x0a3ffbf75ff59fff313781838da1b3b2e547f35f,x082b9b776e5d0b1771594676d12619f479b0a69c
x59415d9c730f1b9572171e426769dacbac388e55,x0c028bc730366e2be448cec5afe77c2e1923392d
xdb343a5f5efe25f3577fd87654943b1d2bbfef43,x0a4717de4c83f2d8161559467b3f6825919fba56
x06ac8518b335cf9c442649a3c4505420e965e3cb,x16e86ef6d33f88529fd4958a0a8d53a01bc54733
x5bc4245b4a9ec682df832f813851badf29fa7d64,x081d4a0dcb0cff4e0344a09816851c97e0db7a48
x80c67432656d59144ceff962e8faf8926599bcf8,x1157e6cccb2d942cb0c7ae135fd2e9fc0c6c8195
x80c67432656d59144ceff962e8faf8926599bcf8,x1157e6cccb2d942cb0c7ae135fd2e9fc0c6c8195
xa3f1a2486958054c453c9f443a2058c070219089,x0bbecc607fcb965f5319c31973b0ebe513dfcd8a
x421700ebbb1730116543f2d949f242c4e49b0eeb,x03ee577ab14a827495fbf4757296b43de6388c7d
x8314125c8b68af2afd0d151eb4a551e88128a2ae,x1777c6d588fd931751762836811529c0073d6376
x8314125c8b68af2afd0d151eb4a551e88128a2ae,x1777c6d588fd931751762836811529c0073d6376
x1888ee33706b6c1631b128b18d682d61c5c6a50d,x129954bae9aab1bd6a225a57f285ec235af37ba9
xc53de98a2c1a606bbf184c865de32dc48d12c7ca,x10139af7acb57290efcc78d6a949c6a40f57ef4c
x80c67432656d59144ceff962e8faf8926599bcf8,x100c9a1f55f31c861b267161d06ca3d719f55fbb
xbb72d39ba7f1f4b81808ff9112c03b26a2f560ec,x0c24f8af31b9b552923ba36b29f484eabb7fa0d2
x67e57bb08096db9d757c93e32e4f67a97bbd8ae1,x1695a8ba3f3313f9a9ed075df09c9fcc60840ba1
x80c67432656d59144ceff962e8faf8926599bcf8,x0f1ffda83dd0704806a3308bb76da300c91bb82b
x3801d39f0f3d5eb42218133f10e26a23c9b90fc9,x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91
x64fa16365c3d7326b6d73bb0688085a96cab357d,x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91
xc03a8a6e8bfdbd4ccbae74d7ec005cf66a699087,x0f560d3b9a4000736d41943968181fec774322b3
xe6118452150354c495fcb9f67bb7162f465cf273,x11b9dd6d3129eb740011b1a948adcbcb67758a10
x4142fb61cdbb87f4d55d5268498fb28301898355,x0f44d9d6778df8c17efa2c378dfb7d021c93e8eb
xd01523d2cb6259669b32f110a78e1f626a7ea0a4,x0df3e24a181da745322aeea955b907b9e90a84da
x80c67432656d59144ceff962e8faf8926599bcf8,x0ca0dae538bb788bbc735c6f581e322d1e52181c
x44544bf577b29dc0409f2338fd0c69d020b92b44,x0a46cb2eccdcdff6b9f7cb35257b1dd7ebf35296
x9c6c71e72d9e53e281f363cec8e9d59604ff432e,x16c81a773a66d7358ac3741814d79e4a2197c997
x80c67432656d59144ceff962e8faf8926599bcf8,x08e1b69330d36f357ead5d59a5aee14049ca7258
x6e5bbd56ce259b0c02bf415770b3ba3b993289a1,x16645111a23724eceaa8a7066878edeb588652bf
x6e5bbd56ce259b0c02bf415770b3ba3b993289a1,x16645111a23724eceaa8a7066878edeb588652bf
x007943101278fc16fc23d1e1ef80eab83af0d825,x005733ec2a955b993923394b3f05a8bb4036a84c
xbb10a4cfbad91566b48944ebbf7292a55b484ae6,x043dccdadbb62817ff76816b409e908022c841a8
xf1f0c7219e92934491b2f165e391a96ac368aa15,x14bc5fd1e0a34e8b2edea61ae3751fae94e0679c
xa5a90914c28faf2cb1c0481b1d601bdfae005421,x091c22b75c478726f6752fcca80d56e612c11d53
xa35f6a35240ee36a7cd9e8dac4a9a425d4ebb3c3,x177a33798caf09749cf2d92ea6134cd7471a046c
xf171042e495561a618973a1f88d04d7ec106ebd0,x177a33798caf09749cf2d92ea6134cd7471a046c
x34a6297890252b74bad0ce0d467d93dc2b089e2d,x03ed7e6cd5608a0c5fccf384e4c3a648270f68eb
x68a0d35ec89683c1dce4536578c300d32b94f75d,x03ed7e6cd5608a0c5fccf384e4c3a648270f68eb
x7b04e937d2d91ba9b9e24f02e7f5f90bb877568b,x147fb94b58609453540538e9929841ba70f157d8
xeec428c18ff39c66162e39e79ed6eb8c790e43d7,x09512a008ce6723cf4f8782fae00dfdd320fd9ba
x770fed1d6e04ecd8f9d969407785a45a9abfd8b5,x0432ed0d1ae5baae12bceccfd6426df74e8c8343
x47a3b87265bfa8811a976bc012b949416e0be362,x0432ed0d1ae5baae12bceccfd6426df74e8c8343
x7d00e0cf343d9c2bba7c55a7b7b19e659081c1d4,x054d99d7af3233cf3d0cff7f7ead3bcb259bfeea
x49c847bf20ff522369fc1138f2e84a14a7c4eedc,x0d7b2264016d770e5bd619d57f049accd61f9ddd
x49c847bf20ff522369fc1138f2e84a14a7c4eedc,x0d7b2264016d770e5bd619d57f049accd61f9ddd
xc4aee365bc74bcc043ee6d312fe8fa42613b86b1,x030fb4444e3077bf4b62f7ee37ac724c31359477
x7223abe1cd2faf98b25421c36b9b49110f26c11d,x06530f706e7d22fac2a56f91c7279aefd5ec04ff
x95c4e0e8971036ff59c70e77cbf08827d608bda4,x04929f8463df1db9f0002944672e3f448803f38d
x80c67432656d59144ceff962e8faf8926599bcf8,x1596347af511cea70e52c45c32394513c8ac9fd8
x29b563951ed0eb9ae5c49692266e1fbc81445cfe,x0770d4bf1685b9b0a218a7b21f142f656d395830
x4ec5e70484ed762d884b29729d33dc73e74a5927,x158ab707fb5de0681b7b068ade378f2320effa6c
xbd77c11dfe7d7453748ba24f81b443f7a6791ff0,x11971466da94aeb5d187f6f05dfd1e6c9ce741a3
x7575033fc52cce178d2f15fc387feaf64ebee8a4,x0f769e9fe7430b04d2173ba65e093917475852b5
x01e372f090ce5cd0f4f69e2e7e8f0fa0a7a0400e,x0f769e9fe7430b04d2173ba65e093917475852b5
xd5e0520282a22e8ef736f5b8b3a5335861624a3c,x0f769e9fe7430b04d2173ba65e093917475852b5
x9b976453daedcb2b39d33f4b962236b19e58c309,x0f769e9fe7430b04d2173ba65e093917475852b5
xd219192e53327b36b96b0792ae5ae639bddb3818,x0f769e9fe7430b04d2173ba65e093917475852b5
x623cee38a2ae975cf1177a3be852e3e5e72ca64b,x0f769e9fe7430b04d2173ba65e093917475852b5
x2784aaaa02d5fcdf7bfe0e33412ad294c7770188,x0f769e9fe7430b04d2173ba65e093917475852b5
x0e57bc9846b7f6bc2a9eb8f9807b3308ea4db10b,x0f769e9fe7430b04d2173ba65e093917475852b5
xff5b3dd192d05e67424c7ee4f96647764d365069,x0f769e9fe7430b04d2173ba65e093917475852b5
x0e7dc48b1f4ef06e31140b62062c7e23c2ed883b,x0f769e9fe7430b04d2173ba65e093917475852b5
xedbd3a010841583d6530be8c0b0f6f57a5045492,x0f769e9fe7430b04d2173ba65e093917475852b5
x4475af980db9ec627034e867d88e12191c00191a,x0f769e9fe7430b04d2173ba65e093917475852b5
xc8da7a7425e15c35e46aa52d748870042db68712,x0f769e9fe7430b04d2173ba65e093917475852b5
xb16ad4a2fba138255205bc0451e04228f6d380ac,x0f769e9fe7430b04d2173ba65e093917475852b5
xa484eb38daa6ea7a389dd8d03b9cf2ef514fa688,x0f769e9fe7430b04d2173ba65e093917475852b5
x8259ed3d22fea38fa8082dac335e1afa5d9204ab,x0f769e9fe7430b04d2173ba65e093917475852b5
x450bd0b8efec947223c27c551db7728cbbbde523,x0f769e9fe7430b04d2173ba65e093917475852b5
x67f608fc6b17d4ffd54116897145b4c5aeea0456,x0f769e9fe7430b04d2173ba65e093917475852b5
x4d04df2168188581b092e643427cc03306589532,x0f769e9fe7430b04d2173ba65e093917475852b5
xf0725b56cc9b8220196560238a36170bd7834997,x0f769e9fe7430b04d2173ba65e093917475852b5
xb7d7f39d5416ec019d933cee735a614a3cf80e64,x0f769e9fe7430b04d2173ba65e093917475852b5
x79fc8bbaee66b425485b586fc0399380f512026f,x0f769e9fe7430b04d2173ba65e093917475852b5
x1e8d50aa10c2db909aa1402ee881ca220937aa9a,x0f769e9fe7430b04d2173ba65e093917475852b5
x7044461352c911eb6a1f7aa56dd3182600ddce82,x0f769e9fe7430b04d2173ba65e093917475852b5
xd88326fcf670f6418a0b23d8bb7930f8ac01abcc,x0f769e9fe7430b04d2173ba65e093917475852b5
x12a3f2d280cd1b9186f4b39fd6724fdb182c4365,x0f769e9fe7430b04d2173ba65e093917475852b5
x80c67432656d59144ceff962e8faf8926599bcf8,x0892adfd0d680ea3b3769857a04ae88f2d062b6a
xd871aeb639518b96fdd1b8c5d774490390208a9c,x15c8457d33ecc5a1b5d96f606197fd8b5c36efed
xc4d18fc7d98f204e393a3045ee9073e87c137e8b,x1171697a3f96a3790e6c265fd1d9f0c601f08f79
x11bd55f353438573947771e6cd7ae333f59a808b,x152a6e6cdc6d340899c8e83c56887b55a39f676d
x7410bca3fe99852d1606da2fbeecb16076ee1792,x0c142a32c6a059f40477cc848aa470cf62e4498d
x80c67432656d59144ceff962e8faf8926599bcf8,x000240e384b0d758236f041d64648a6bf55bb7f1
x8d2a031dad9b4f306d287cdfb5b71152a053eb96,x0787613e4673f95e32558945f8bed9cc1085bc08
x5a2ce6edcd82d9a9141bcbde7b9559f8816838ab,x05be3805330353ff4c2c0e61c3ed69b1b936b290
xeb523a819ce41928fa14a301ff0a38d20fc610cb,x05be3805330353ff4c2c0e61c3ed69b1b936b290
xf4fb5abff3cd165daa50a2a11e5dbe664806b9e8,x05be3805330353ff4c2c0e61c3ed69b1b936b290
x2d06ae3b78414e00b34785afe339700fc7a88fde,x03fef62a00c67520e1f77f07e34a8e64787ea2a2
x64c3e96f3433e66a7f198d586b779ebf197d63cd,x0f0a7d8fe96d7d5e28f75d61e49eac0f97a1186f
x0f550e11baba9365a936ac279d9a2ad72c908bc9,x1257aecc7d12de3ad1cdb66e232c41781e9f780d
x7f52995d09c8eb7c562191e407ab3f273fc5d0ad,x163dde922487ead390ce7acfc9f0c0e93350e625
xdec2e4343da82f756d782aed5a9e25199eb27a95,x11b4e83bc3e9605f03e2a4c34bd09567be5aebbe
x74c06db715bf54494427302fbcd9b963aed70169,x089b89993e4ec80ac8ded4dad44ae65a1b04e55b
x80c67432656d59144ceff962e8faf8926599bcf8,x0cd29be50ea40421781572f1e991a869cc179729
x80c67432656d59144ceff962e8faf8926599bcf8,x0cd29be50ea40421781572f1e991a869cc179729
x35d72c442fcd5ddd7b5105ed0fdd532deca79c40,x00e5fc491d9f5e865c6c40e709f1c628828ca271
x1807a03fa10e11d7ad149c073ac14cc5bffa23d0,x00e5fc491d9f5e865c6c40e709f1c628828ca271
x330d186f5e01311b4f720e81a98820d9be48dd64,x00e5fc491d9f5e865c6c40e709f1c628828ca271
x63089cbfc1fdbb1e22a578da100c27beaf8c5a82,x0246d08e88c8babeb4b5aee6b27b89ecfa677b2a
x805aa42a3e45c306ac2e191f8babe318e85d8796,x0246d08e88c8babeb4b5aee6b27b89ecfa677b2a
xf8152c621c7df0e999721f1918b8f173a3cc58d1,x0246d08e88c8babeb4b5aee6b27b89ecfa677b2a
x99689693aba1e5d5cad2b6ce0505632d185290a7,x0246d08e88c8babeb4b5aee6b27b89ecfa677b2a
xb2e394367537d6e9139212c807674885162ae0c1,x0246d08e88c8babeb4b5aee6b27b89ecfa677b2a
x113b84cda038587f0e7a5e6bdb74cb03cfcc4f23,x176163c7f210ecfaffea1a608ab24174b58d753c
x113b84cda038587f0e7a5e6bdb74cb03cfcc4f23,x176163c7f210ecfaffea1a608ab24174b58d753c
x113b84cda038587f0e7a5e6bdb74cb03cfcc4f23,x176163c7f210ecfaffea1a608ab24174b58d753c
x78a12e8a0de10d1b0206f5151d35ccd9df77d643,x01e5d41f626826b23edbff11fd81530df33c214a
xe22ded5d8cb6c74bedca991c0f67925a38c5a6d2,x0eab19deae5ed108612412390478acc967b11e74
x903c50c6c4c25bc4c20befb1b4bff33a911452fc,x0e76a1dfeb140498fa45d64bdc8bcd2eb7e5acc6
xa12db686f47b23923ed2934885f0b0ed623be460,x0428dad3191f5ae2f2051504cbdfc4fb3161b420
x32125fd9a5741f59c3e2a7d459c738e8d50970d8,x0d853afd5ec64b2432b317564c103b3b4dff2fd0
xe17e27bd4379c9f982be03b0df0a6e7bf5cddd45,x0d853afd5ec64b2432b317564c103b3b4dff2fd0
xe17e27bd4379c9f982be03b0df0a6e7bf5cddd45,x0d853afd5ec64b2432b317564c103b3b4dff2fd0
xb6a72fbfa38d2b38339fb39d272bea9f83d403c2,x0fa31b0ea54fc24f0d5eb6f37ac1b7f2f9f829e6
x88297987d3e758d6d2a4da37bacad37f967e9e4a,x080cb344d8b581a9e060835277279962c8fc1c77
x40eac80cab8ccac9e20c066fff66c3239883cabe,x13972d9fc2c63432f6efde446dcdf4fec2fdedf8
x80c67432656d59144ceff962e8faf8926599bcf8,x11cd4e7dc1e870d636db024aa75acc12da07ee4f
x6878f5e2d5723a522df76966500975ce04b935ea,x011b1833f3e1d284a3b58bc0079b0bb5ce2acfd2
x82cea2f7740edb6ac9a18aae2cdc4f4e87c49850,x011b1833f3e1d284a3b58bc0079b0bb5ce2acfd2
xfd78a6a56fa78da1f185fe5cda6b7c19de2c4e1e,x0ce88ca1ca1bfe258970665ced73ef40e0f72758
xd8172ff22cb77f22bb8992631e97c6ff075d26e2,x0696fee755bc5b7287f63eb72b20c58c4075e612
x96d7e3005360cde3cb11f2f581eff1c0702a7668,x11cbfc40d75d76a7fd4e89b124985b6d01458704
x80c67432656d59144ceff962e8faf8926599bcf8,x059aa9ada7b8ed2df4e88712f381a428bf88ae01
x80c67432656d59144ceff962e8faf8926599bcf8,x059aa9ada7b8ed2df4e88712f381a428bf88ae01
x80c67432656d59144ceff962e8faf8926599bcf8,x059aa9ada7b8ed2df4e88712f381a428bf88ae01
x24885e88c54bb84f0fa8b64833a26bf37903de53,x01653533e8f1537a11d248b3112400b9332ebfab
xf1ea04ac2e6dd0faeffe76576292c543de2703b2,x0d56b2c0c79161c3816532039288fdf89a698250
x94c4ab20a61d4fa13eaead0174e873a049a2bfda,x0a92d84093c2faed1528c433f1244536f5544026
