from,to
x011ebe45c131e87e187d185b842facad9e8e9dd9,x422864deec2d4b3c3c747ba2bee0a84f22618e07
x12a03343d32384c7965f0ed9d4588ae30a28286a,xe8269f98d5eb41729d3ffa056d1d58790b3db4b8
x12a03343d32384c7965f0ed9d4588ae30a28286a,xe8269f98d5eb41729d3ffa056d1d58790b3db4b8
x12a03343d32384c7965f0ed9d4588ae30a28286a,xe8269f98d5eb41729d3ffa056d1d58790b3db4b8
x12a03343d32384c7965f0ed9d4588ae30a28286a,xe8269f98d5eb41729d3ffa056d1d58790b3db4b8
x12a03343d32384c7965f0ed9d4588ae30a28286a,xe8269f98d5eb41729d3ffa056d1d58790b3db4b8
x12a03343d32384c7965f0ed9d4588ae30a28286a,xe8269f98d5eb41729d3ffa056d1d58790b3db4b8
x12a03343d32384c7965f0ed9d4588ae30a28286a,xe8269f98d5eb41729d3ffa056d1d58790b3db4b8
x0ef4ed9f50b4d625cab0d2c5d4fcf1458706ccaa,x80f456486f18b5a5d778fef41a14ee6ae38c7734
x08566a4d947a54b5314e17b5cc0c0805aa84327d,xc57d829c6d49362f95cf28678a75f936aa5a6bde
x05612170a8d3a88a515121893f1083ead5b75a04,x30a5c10c646de9dc65bb0022078eac2bc47be5b5
x05612170a8d3a88a515121893f1083ead5b75a04,xdfa01760a9d8be6bbba2fa1082822f679eea8674
x05612170a8d3a88a515121893f1083ead5b75a04,x30a5c10c646de9dc65bb0022078eac2bc47be5b5
x05612170a8d3a88a515121893f1083ead5b75a04,xdfa01760a9d8be6bbba2fa1082822f679eea8674
x0554904e37de422c96d86a5abb1ec3947d63ca10,xd267a84a50c6993823c2c4b66610aca137812b13
x0b22274187bc356cb4af337564e670477664f758,x1c5145c8ab40306e1266f2096afb86d8956ca774
x0ac6f0067007c80f32908cfd24a9b3b562f51a30,x4cce18bac21a6000017fb184eaea9f6d21067242
x06e7b65b32530b81a281f6b9b8b474ef4b175b17,x75007aefbcc7bd47cd4496be9dd2502c90250ab4
x06e7b65b32530b81a281f6b9b8b474ef4b175b17,x543f1c2e2d5f45456a0135bbebcc73f4e67a26ce
x0e92719a9781a0965029d26576b68b8d962da919,xefd38b2eb9ea1341f200f891f760699c961593ee
x0fdd80ebdb1a90f14babea55fd5e603965dac39d,x85e1645cd1c5d64457e8bce617b5cdfb6f372a52
x0fdd80ebdb1a90f14babea55fd5e603965dac39d,x85e1645cd1c5d64457e8bce617b5cdfb6f372a52
x148cd6520e45e3da0f1fdab82eff6cca6df3ce80,xc97762ebe3da4a8728231788264c36dc2f59a28c
x04247013e1a85b67b79eeb1733bb2ceb6b687931,x2464c79e70158dfe68b31391cabc1b37cc3209fb
x04247013e1a85b67b79eeb1733bb2ceb6b687931,x2464c79e70158dfe68b31391cabc1b37cc3209fb
x1035851475d09f5f5bede19bfa545f279bffea39,x8f3c6de7cef597d6c8687b71e9703afb5139c62c
x014169558ba0ed96c399617c5646bdde3d66562e,x145b4d04a7599aae25b840ff0ffda9a4b46433f3
x11cb2ca2acc4421d154ebe4c27c351511c1fdb09,x206719411538ec4781d2f67c38dbdc8f7e22a959
x06b5e7b05c5074e17ad23914023ffe85b3cbefd0,x4aafc9970c1bec6b63a0b97d0d957394b7b816e3
x0fc0e14cf00122df50f0fc8ea599572a0386b1e2,x2370ab10aa4965abad72e08ee40df72aaede124f
x130f8dee5a5d7c8a8d56a463444f14b3318a38bc,x4cd8902d26b5517e7053488918557b7a54572fee
x130f8dee5a5d7c8a8d56a463444f14b3318a38bc,xe927ffb61efb366adcaf074ff4f66514240f4730
x1136024f323bf43cbf9512ab65a1c96ab741989b,x3bc36e20e402911e50115f24e33ed5250e440c34
x1136024f323bf43cbf9512ab65a1c96ab741989b,xf2b7c8f1cf94b9d8f08664137827f27f2ed00dc9
x106840da18f075ba8cceb9f60b6920a88295d271,x59194376a0492ecc980b4589dc0dbe319c790694
x0670f999e7b7618d552bc4c9e97ec0f0c0f462c6,x3e43cab2424b3c0f11c71eab3a1aa43b987bec9a
x10b5c8a090512cfe45581e8c73ae89266cd1cd51,xbc7de0fe3918b7cfe0280965ab88abe46a19fd07
x10b5c8a090512cfe45581e8c73ae89266cd1cd51,xbc7de0fe3918b7cfe0280965ab88abe46a19fd07
x10b5c8a090512cfe45581e8c73ae89266cd1cd51,x30881078b3dc25a61624fc842cd5856659e72116
x10b5c8a090512cfe45581e8c73ae89266cd1cd51,xbc7de0fe3918b7cfe0280965ab88abe46a19fd07
x10b5c8a090512cfe45581e8c73ae89266cd1cd51,x30881078b3dc25a61624fc842cd5856659e72116
x038faadcff2c07e715374751d3c25dd403c18d35,x7d4cd2991f75f2e72d8ed13d7b2da1173516d6e0
x119460ecc4c538a02307e5d4f687bb83eddc5cf9,xa4d606eef87900a50aa7582b8b472be12de070e1
x119460ecc4c538a02307e5d4f687bb83eddc5cf9,x8611c252c68db5578f3f626043229ac2594cd978
x119460ecc4c538a02307e5d4f687bb83eddc5cf9,xa4d606eef87900a50aa7582b8b472be12de070e1
x119460ecc4c538a02307e5d4f687bb83eddc5cf9,xab4f3b5226b91467698da9494fb810da28b61e10
x119460ecc4c538a02307e5d4f687bb83eddc5cf9,xaa8dff2c2b2c670c60152808ff4a05b98a6a7788
x119460ecc4c538a02307e5d4f687bb83eddc5cf9,xaa8dff2c2b2c670c60152808ff4a05b98a6a7788
x119460ecc4c538a02307e5d4f687bb83eddc5cf9,x1274bc057f1fc06fb6450f6d09944d9f3f3559f8
x1129da039e16da3a06f7a76076f7f1a2b9b8b3ec,xf3563057b82cf3346957c9cd9685baaf294b7d08
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,xb32b71d57d602ddab13ec17d2ae73561eca30de6
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,xde7099a750241f055674f9cf107feb5b0e7a83e1
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2db7c42029c885d0d9af4fcf8cf475adef1e0b57
x03734ced01098f27f16f96e7e254b0a4bb0266dc,xb32b71d57d602ddab13ec17d2ae73561eca30de6
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x33895cf3a532ac2d350bae2d4b0c86ac8291b972
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2b045deb4563ae30f72f7d82398219c094232c22
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x2c0e837b424b3da9c70fe5440aa66fb5fac50211
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x4f18cb66392475d095929d21e4566ef6aba86ee7
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x33895cf3a532ac2d350bae2d4b0c86ac8291b972
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x43cfcc898b9c757e0e7f79970c1fa6e0814abf3f
x03734ced01098f27f16f96e7e254b0a4bb0266dc,x33895cf3a532ac2d350bae2d4b0c86ac8291b972
x136ed8715b074ba177889219b0226dca74034cb8,x9595e6ced745a219664153a78125fee4efa79d49
x136ed8715b074ba177889219b0226dca74034cb8,x0cab8415fc26b2d77baadeaccf77c7fb3df59e23
x0b1052a7bc4ec89d4001ff703fab00b424a8e026,xe1cb0f4ffd7b5b3aa7e326abd43dc2e352ab1df7
x001e13cc2986bea79090248cf7a5156ea33732cf,x0b793b6cc99af749991682290f5afa74797cb1d6
x1789a22ebb13039c535d672353113a3ed5cd0947,x5ccb255493a1513b241f608d2d130a36245f0dcd
x0e4427b053a03a3bca97460da218c0b4e9a48cd5,x84771f738f20b5a17ce3d50f25fb2b1f401bd332
x0e4427b053a03a3bca97460da218c0b4e9a48cd5,x8ad472f6d96cd49dccf0c345f9a626b5508d0bd7
x15bae80485c94c70223132ec7bb5ca7b44874255,x5cbdb5d47a4a424d24b84a8c422992b04b5e7657
x153509e78fd04144d482e27716ae14c52d7932b0,x220d43b97925ed0161bd73d4a9849bbf9e5f3b44
x0cf1cae61266e126bb891494637b5fad4c6458c1,x98eb6ac9cde2f37c39d6c83c1db0b22201167c63
x0cf1cae61266e126bb891494637b5fad4c6458c1,x98eb6ac9cde2f37c39d6c83c1db0b22201167c63
x05c0508c51a89d44736d80d626e5d490d88224e4,xba20cff60d7d00d93d7bbb37f6b92becc8065cf2
x004aec663af57b9fcf7e4d48164fb62cc2bd25dd,x4388f40b032bb8d6138499ce2534c7c601d23ccb
x1094e7bcc9ed6f162f008fb6e20287bd251fd9ac,x38e8b6ae6161e2bc03b3f3a82ddd31694b6ec5ad
x1094e7bcc9ed6f162f008fb6e20287bd251fd9ac,x38f3a1c5808f72c8aa63ab84acec2d772525fd61
x1094e7bcc9ed6f162f008fb6e20287bd251fd9ac,x1556e2273c3826fa8c5e807cbe6ce2e0765c265c
x1094e7bcc9ed6f162f008fb6e20287bd251fd9ac,xbaf5ddd91015419f1fed6a8de541791e8f60b6da
x1094e7bcc9ed6f162f008fb6e20287bd251fd9ac,xbaf5ddd91015419f1fed6a8de541791e8f60b6da
x1094e7bcc9ed6f162f008fb6e20287bd251fd9ac,xbaf5ddd91015419f1fed6a8de541791e8f60b6da
x022d55f510d3a376653c5e9948bf72dd130349c8,x1ac2f48d8958cf4505458f643f1f5f0861a54014
x022d55f510d3a376653c5e9948bf72dd130349c8,x6223d92f702818fc9955f66dceced16059b93694
x022d55f510d3a376653c5e9948bf72dd130349c8,x5d8a324db19d1246bf9e97ca0a42a39c9aa3ed38
x13d843b615d226de0f395be93ac14823cb5c31df,x987bbee511f854c42d744b729f8a8cf4b844b445
x13d843b615d226de0f395be93ac14823cb5c31df,x987bbee511f854c42d744b729f8a8cf4b844b445
x0953eda354a3f7db1db4e8cda3d8a56d63d1f55d,x84e4123cda48c6cd1cd1640d2c33922f6b545609
x0953eda354a3f7db1db4e8cda3d8a56d63d1f55d,x16280ed277dc077275a5da96b280fd93e7ef07e7
x1098dcfd1c783c6a6e10af83ab6bbda694a61632,x53ffd3e3a86d59a6b76e59ff75ce524471edd419
x1098dcfd1c783c6a6e10af83ab6bbda694a61632,x53ffd3e3a86d59a6b76e59ff75ce524471edd419
x0345f42960f117aec1edf7d273995be961b0c32b,x71a4de637c554cc09b960ff0068d79ffb00407c2
x0345f42960f117aec1edf7d273995be961b0c32b,x1b17ae1b83ef62b77271c5691a1b2a85dba3ba92
x0056502bc2662bf8978cb9124b90c605896f18f1,x70859dd698febc8894a8fad58a9b1ceffedf8bb4
x0056502bc2662bf8978cb9124b90c605896f18f1,x321a406edafa77302fe4ec0ee11920a94511f759
x0056502bc2662bf8978cb9124b90c605896f18f1,x0da261d21fbf1ead8c30c7faaddd74fe2495e8b1
x0056502bc2662bf8978cb9124b90c605896f18f1,x19883c16fa758f9fce7fc8d870e1b632d7b6648c
x0056502bc2662bf8978cb9124b90c605896f18f1,xb789b3b8ead12d69b8327d6ca93ae6f53d6f368d
x0056502bc2662bf8978cb9124b90c605896f18f1,x83634be7d8d91828d518467bb2887a56fef90c48
x0d0c59e33b3ab5120958618845cb7ce01e476a49,x29e56706c80b784f07cad499912e788696542c1d
x11c3ca8a6b8d3bb0033c1997f853179732d32acd,x1271005d27bcba9ae496036979c6e9abf2784ec9
x169c20582fbb2f301afe615df7e5effb39f86de9,x31a89fdc363e165fbd2aa6a7015965f149840fe2
x10328b619010c56884c136a756c254e2aa1b4804,x805de4594b0cd8a13a0ddd6f25c9201873a06b34
x10328b619010c56884c136a756c254e2aa1b4804,x805de4594b0cd8a13a0ddd6f25c9201873a06b34
x10328b619010c56884c136a756c254e2aa1b4804,x805de4594b0cd8a13a0ddd6f25c9201873a06b34
x10328b619010c56884c136a756c254e2aa1b4804,x805de4594b0cd8a13a0ddd6f25c9201873a06b34
x02959464c1aa828a4967a6350b5b026ec61d76dc,xeb800c2465d97f8d368d7c246ae0050f5b08045b
x1023bae395e7bfd7229d82a7369911f233eefeec,xa07a9a27213905cb276b8494e1c87e80cc614d7f
x1023bae395e7bfd7229d82a7369911f233eefeec,x701d0ecb3ba780de7b2b36789aec4493a426010a
x1023bae395e7bfd7229d82a7369911f233eefeec,xa07a9a27213905cb276b8494e1c87e80cc614d7f
x1023bae395e7bfd7229d82a7369911f233eefeec,xa07a9a27213905cb276b8494e1c87e80cc614d7f
x043bd8f57401e46a5da19545ffb50370202cc179,xf71196cc3d330b52240c034a2a768aa5fe565915
x043bd8f57401e46a5da19545ffb50370202cc179,xfa61246628c326a1cac72db976209e75f61e3db6
x043bd8f57401e46a5da19545ffb50370202cc179,x7411e56b376d6ae02c35d0fd6397fb77d08cf3bc
x043bd8f57401e46a5da19545ffb50370202cc179,x79b6f9939a08919537142ffdbdda3fe534bd9afc
x043bd8f57401e46a5da19545ffb50370202cc179,xf94554f45a957368cc3c94cf24f61b4ae687cdac
x043bd8f57401e46a5da19545ffb50370202cc179,xfa61246628c326a1cac72db976209e75f61e3db6
x043bd8f57401e46a5da19545ffb50370202cc179,x8ff19c8508af6ad914cb9f79f41babf9859bf62e
x043bd8f57401e46a5da19545ffb50370202cc179,x4a86449fdcf0d7a9642c927406b5358558f02ff3
x043bd8f57401e46a5da19545ffb50370202cc179,x9920637874010a616f70ce89b131d57da7d75a75
x043bd8f57401e46a5da19545ffb50370202cc179,x47d5cd67f7b801b953fadec746ce0fd958b1db89
x043bd8f57401e46a5da19545ffb50370202cc179,x74a615fb7f5d207fa90ffdde126ae6faeba85cae
x043bd8f57401e46a5da19545ffb50370202cc179,x6561e8a88bdfdb87c2e4b91416ac910509517562
x043bd8f57401e46a5da19545ffb50370202cc179,xd7cbcf8edcad435004d58f8195a64e60be2544d2
x043bd8f57401e46a5da19545ffb50370202cc179,xa2c0c8d52efa5fc6eaac4d77be3ad12f2f9aa34d
x043bd8f57401e46a5da19545ffb50370202cc179,xf50b05a38301154ba7f446685f0a9b28448edacc
x043bd8f57401e46a5da19545ffb50370202cc179,x134feba7a0b4cb03a48a89018b6525c2a878c80f
x043bd8f57401e46a5da19545ffb50370202cc179,x997ae8ad56aee81a8aa2faed376fe90f997b964c
x0bad8c45896ef72c8502d6ed3223317198e513a6,x36be8b8550a8d2c74c1fcb9a315b34799d3593c2
x0bad8c45896ef72c8502d6ed3223317198e513a6,x36be8b8550a8d2c74c1fcb9a315b34799d3593c2
x1683b6b3c80061b413017bdc33111835122e2fa4,xab173dd18240c556dff3d477e4e9fe1f4d84764f
x10ffff7b426348225af202395ac50e797b4d5c5c,x090f923e1484912285d07f7e643599b8ebf945ce
x10ffff7b426348225af202395ac50e797b4d5c5c,x1658ea0eb24a35cab2d9d6a77413e0a00df8a0fc
x09002be70e061b895be64a758bc979d5b388d366,x96d10e87bc9e9f476ec99933aaeff004d10d165c
x09002be70e061b895be64a758bc979d5b388d366,x96d10e87bc9e9f476ec99933aaeff004d10d165c
x09002be70e061b895be64a758bc979d5b388d366,x27854a16ab3154fb8d8c52fdba67063ec86f5072
x0b18f56e62d9059e12d90ff1e2fadeaf6ef8e574,x94170c031408d973cca9d0b3a02b23362eb3a4b1
x0b18f56e62d9059e12d90ff1e2fadeaf6ef8e574,x94170c031408d973cca9d0b3a02b23362eb3a4b1
x0170de25446302e7ff2e3093c6b77350dfd2b643,xb1de8e22aada7c0006b1026302f0baf0cdd01ad5
x0ac8205e981a473f54dc1f0b44f36824e96b9c04,x5ea37c226fdbac3ea094b0a3d8c293bf010786ad
x07557e561e7baa14bc8ac7040271aa1443d566e9,x80f583a148a10524f8a341623f7f152ff0837e3c
x07557e561e7baa14bc8ac7040271aa1443d566e9,x80f583a148a10524f8a341623f7f152ff0837e3c
x10616fdddc46f2e5b55ac34aaa6f2bbb5566b15e,xcae00efbfb37ac5ac5134d8c1b759a24972be17b
x14a36337448ba386390e08eb5ab8cbee2718f256,x870d2462309210be616eaa4bac97bc6137970fbe
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,xe54bee8258a2fe65095516f199034a08c02e35fe
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,xe54bee8258a2fe65095516f199034a08c02e35fe
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,xfe5850301a16dbb6045f2dcb0ffc939f969f7aa9
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,xfe5850301a16dbb6045f2dcb0ffc939f969f7aa9
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,xfe5850301a16dbb6045f2dcb0ffc939f969f7aa9
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,xf1400d8e6a65740a3b7aadbb484746cd50f053e6
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,xe54bee8258a2fe65095516f199034a08c02e35fe
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,xfe5850301a16dbb6045f2dcb0ffc939f969f7aa9
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,xfe5850301a16dbb6045f2dcb0ffc939f969f7aa9
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,xfe5850301a16dbb6045f2dcb0ffc939f969f7aa9
x116ceb3d8d258e2a97a1f05c901ef508809f55ec,x6a96c501073fe92003fe4b00c688a7e3b304d73b
x09aa15ed198ca5b7301f2ac1734b111106c141c0,x10aaa59b44d29d71d995349e12eb03bfdc018c16
x13e386dba474b36560487bb859a0c6e4c94627f5,x9e776a6ae06d886c1029bb85558b53d73b4005b1
x13e386dba474b36560487bb859a0c6e4c94627f5,x593932b1f7a5f5fa242a66c8ba46f1eddeabab19
x12ee2262ab083a0f57143d15e5aa67f6085f5a24,x3478b11c274cb96504b468bfe366306d113afc29
x0ae8890b217d124213ac859e30de6b3eecdeec72,x36d0e277ebdfee809fe293a875899c33c24e9309
x10940b2e0ad98564131de1fd08f34469e79e87b5,x2ac173ff29283c50465ff6f2c4fce8b626ca9cf0
x10940b2e0ad98564131de1fd08f34469e79e87b5,x0a403a3a8ac107b96aff11845d41b73169c6d2f9
x14b9157c2095dea793d348956f9b5278a9accb53,x4ec8b54d7ca0c345458a8e81a6a0b8c45e38d4ff
x16a1d347a07794f2b813907001c249f8b5e8b008,xb2055c2c81dbc1a2739a326547aca0da885a992b
x16a1d347a07794f2b813907001c249f8b5e8b008,xb2055c2c81dbc1a2739a326547aca0da885a992b
x0d50610cc82c274b06e12043b9636c237cd090d0,x0ea971acdae696f208574fd210154c509b5eb511
x037989f57511d3cb7a18b1df39c00bc32efc4c86,x707cc7ff415da0262a153c853c0e34e7d6d6cadc
x0f46540678c7e6d2ef983b382cc07fa815ab148c,x7854163b1b0d24e77dca702b97b5cc33e0f83dcb
x0f46540678c7e6d2ef983b382cc07fa815ab148c,xa5b41e75941c2addd039d8c7d186072731393e89
x0f46540678c7e6d2ef983b382cc07fa815ab148c,x8ffe1a93ad682b06e84beba2551e01cebcf6d74b
x0f46540678c7e6d2ef983b382cc07fa815ab148c,xc61b9ad1e498d88f07ea0973c0fea84c90fd6f8f
x0f46540678c7e6d2ef983b382cc07fa815ab148c,xa0527ba80d811cd45d452481caf902dfd6f5b8c2
x101aff216865f56e7653b2a0c6f714980606f072,x03be03c1c0454d4da5752bf76ff95156c7fcde78
x101aff216865f56e7653b2a0c6f714980606f072,x242f20589e3aa594d5014a58501f376861984f65
x14db626437c2e69c4cf57b186f7dce40e79f47fe,x5ac318438327701fb27e086d9c7f9c191539a104
x0d693e6443a259cf36f38a93ba32d2c76c1574cd,x754f8cf22302698d6dd3a1b7a79489e1eb5155d0
x0d693e6443a259cf36f38a93ba32d2c76c1574cd,x754f8cf22302698d6dd3a1b7a79489e1eb5155d0
x0d693e6443a259cf36f38a93ba32d2c76c1574cd,xda21cbf54ddb7ed6962d580b50f5ceb6c49d4faf
x09cf990ce61d365ae05f982392618d86f6c1eb13,xb6aa1ee6ec55f6428c77653a41566ce93803368c
x045905311c9972c8320f1560fedc77d9a0e39988,xf0e5ec8a3f781f927e0ec51fb73f6cb36610cca2
x045905311c9972c8320f1560fedc77d9a0e39988,xe0b4f0058db725a6bac08fd1e52c671fdaa27611
x078bdb315958c1bcd82600f83d12ec9f31c7e2cc,x4f22aa9af595a760adb1eccbfdd1f09aa8ef58e0
x0aad5b15c2e3d80e21f2fff7326f32f3b9a09e88,x6423ab9342dce447cf55c32dd0cc0a6f0087bc6e
x162ab9b523c631fbabda34c19892eb95e15bf5aa,xfe95df47412bbd47fc7407a05eafe9adb4a54ab8
x003dad02adda234019f24ce2ed78bc4ce17fbe1d,xbbeeeb6a7f7d898d91b69ded06e2c0d84f2288b1
x003dad02adda234019f24ce2ed78bc4ce17fbe1d,xbbeeeb6a7f7d898d91b69ded06e2c0d84f2288b1
x13d411c6beddba45fdaf25e8fcc6824bfb373185,xef27b76b79a08fc8c7ac896d7da04f894fac8d25
x0427beac9d1e02822706a333dfabbc2ceeb436a2,x00000000092769687eeb04fdc990c363eddefec2
x03cf375d4fff9fdebf585f00a3e9ff471d9f31dc,xe6c3ddfbef000aabf1b152ec9bf268f37ab8551f
x03cf375d4fff9fdebf585f00a3e9ff471d9f31dc,x293da0195c1734ae832d76ed6bb4fe3ec8f2b8de
x13af7b3d12ead6a21caa8ef2a02e00c0971831c6,x6534fba3a13a33923e17a1675cb5f156ba04ac8a
x0488a842649b08a69392ee8fed93db6d3dc773bd,x1b505d2527b732c04948a61c6aa3efce5e5aef91
x16bb193cbc9844cde6b506bf532cc9a707940471,xd2756cdc42a542a2c2667ffa688dcd3087b04539
x16bb193cbc9844cde6b506bf532cc9a707940471,xd2756cdc42a542a2c2667ffa688dcd3087b04539
x13888fc7e00da7e347bffbe629caaa7ec618e94a,x31c6a87461ac649c9c42ffdd67040d40f4a42d38
x095d86138f61fe1889e4bf021df41fe76e057a2d,x8c8bce601d23e13c8a6135d23f7438ae1514ff26
x0aa6b0e89916c9067a9da4c178652feacbe26092,xb938c4e53d504a50d21e209e29fdddd1ef4ce5b5
x05513c8ddc063768875ee810033728713dbcc150,x122d7c00ebc9de5b9924b696da2d2d2f872d4e89
x041a5ab8145c245969a9b176a890b644e611bb92,xc67049c22be100d079c9608033addd37409b6bf5
x00000000005dbcb0d0513fcda746382fe8a53468,xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9
x00000000005dbcb0d0513fcda746382fe8a53468,x53010b56648a1648d88cd775d6053902ad63dc1c
x0d35dd3912fe8293d1c695cd6d4334842b394d60,x720d2bf0f891ad273855a8e5875a1504c3baf41d
x0d35dd3912fe8293d1c695cd6d4334842b394d60,xab5eaa28b0c9d1555660918d697ed16f3f72166f
x0d35dd3912fe8293d1c695cd6d4334842b394d60,x3a4bbc78a69216f9af2aaa1e2e41e6ed4f59e137
x10b97a9c6ef667126d5fa2257d9c5e889c49471d,xe7f0ba6b26a2b5217af5531f576f583f8f20c803
x10b97a9c6ef667126d5fa2257d9c5e889c49471d,xe7f0ba6b26a2b5217af5531f576f583f8f20c803
x01c263a3dcadb263d5b40817bdf9c0b10e8cf403,x3439c1e60daf940c09a0eb330e4ecbc90a1005b6
x01c263a3dcadb263d5b40817bdf9c0b10e8cf403,x3439c1e60daf940c09a0eb330e4ecbc90a1005b6
x01c263a3dcadb263d5b40817bdf9c0b10e8cf403,x3439c1e60daf940c09a0eb330e4ecbc90a1005b6
x1218dd96f90196b5c98b416de3148aee09709df6,x2cc15c139e1498ce2780d82531486c4fa0818871
x1218dd96f90196b5c98b416de3148aee09709df6,xf8d7e20db05109e101c405d4ddbbcd72d1de4285
